gene_id	pfam_domain_count	top_pfam_name	top_pfam_accession	top_pfam_ievalue	top_pfam_description	pfam_domains	pfam_accessions	pfam_descriptions	pfam_proteins
MSTRG.6552	17	Beta-prop_ATRN-LZTR1	PF24981.2	3e-73	Attractin/LZTR1 beta-propeller	Beta-prop_ATRN-LZTR1;Kelch_KLHDC2_KLHL20_DRC7;Beta-prop_FBX42;EGF_TEN;EGF_LMN_ATRN;Kelch_HCF;EGF_laminin;EGF_3;EGF_CA;PSI	PF24981.2;PF24681.2;PF13415.13;PF25024.1;PF24973.2;PF13854.13;PF00053.31;PF12947.14;PF07645.22;PF01437.32	Attractin/LZTR1 beta-propeller;KLHDC2/KLHL20/DRC7 Kelch-repeats domain;FBX42, beta-propeller domain;Teneurin EGF domain;Laminin/attractin EGF domain;Host cell factor, Kelch-repeats domain;Laminin EGF domain;EGF domain;Calcium-binding EGF domain;Plexin repeat	MSTRG.6552.1.p1
MSTRG.6553	2	Beta-prop_ATRN-LZTR1	PF24981.2	1.8e-18	Attractin/LZTR1 beta-propeller	Beta-prop_ATRN-LZTR1;Kelch_KLHDC2_KLHL20_DRC7	PF24981.2;PF24681.2	Attractin/LZTR1 beta-propeller;KLHDC2/KLHL20/DRC7 Kelch-repeats domain	MSTRG.6553.1.p1
MSTRG.6554	2	EGF_LMN_ATRN	PF24973.2	1e-13	Laminin/attractin EGF domain	EGF_LMN_ATRN;EGF_laminin	PF24973.2;PF00053.31	Laminin/attractin EGF domain;Laminin EGF domain	MSTRG.6554.1.p1
MSTRG.656	2	Ribosomal_S5_C	PF03719.22	9.9e-20	Ribosomal protein S5, C-terminal domain	Ribosomal_S5_C;Ribosomal_S5	PF03719.22;PF00333.27	Ribosomal protein S5, C-terminal domain;Ribosomal protein S5, N-terminal domain	MSTRG.656.1.p1
MSTRG.6562	33	WD40_Gbeta	PF25391.2	1.4e-176	G protein beta WD-40 repeat protein	WD40_Gbeta;Beta-prop_THOC3;Beta-prop_WDR5;WD40_CDC20-Fz;WD40_Prp19;Beta-prop_WDR3_1st;WD40_WDHD1_1st;WDR55;Beta-prop_TEP1_2nd;Beta-prop_IFT122_1st;Beta-prop_CAF1B_HIR1;Beta-prop_EML_2;Beta-prop_WDR3_2nd;Beta-prop_WDR36-Utp21_1st;EIF3I;WD40;Beta-prop_WDR36-Utp21_2nd	PF25391.2;PF25174.2;PF25175.2;PF24807.2;PF24814.2;PF25173.2;PF24817.2;PF24796.2;PF25047.1;PF23381.2;PF24105.2;PF23414.2;PF25172.2;PF25171.2;PF24805.2;PF00400.39;PF25168.2	G protein beta WD-40 repeat protein;THOC3 beta-propeller domain;WDR5 beta-propeller domain;CDC20/Fizzy WD40 domain;Prp19 WD40 domain;WDR3 first beta-propeller domain;WDHD1 first WD40 domain;WDR55;TEP-1 second beta-propeller;IFT122 first beta-propeller;CAF1B/HIR1 beta-propeller domain;Echinoderm microtubule-associated protein second beta-propeller;WDR3 second beta-propeller domain;WDR36/Utp21 first beta-propeller;EIF3I;WD domain, G-beta repeat;WDR36/Utp21 second beta-propeller domain	MSTRG.6562.1.p1
MSTRG.6564	1	DDE_1	PF03184.26	2.6e-29	DDE superfamily endonuclease	DDE_1	PF03184.26	DDE superfamily endonuclease	MSTRG.6564.1.p1
MSTRG.6568	2	Methyltr_RsmB-F	PF01189.24	4.5e-30	16S rRNA methyltransferase RsmB/F	Methyltr_RsmB-F;NSUN5_fdxn-like	PF01189.24;PF21148.4	16S rRNA methyltransferase RsmB/F;NOL1/NOP2/Sun domain family member 5, ferredoxin-like domain	MSTRG.6568.1.p1
MSTRG.657	1	Ribosomal_uS5m_N	PF21251.3	3.4e-28	Small ribosomal subunit protein uS5m, N-terminal	Ribosomal_uS5m_N	PF21251.3	Small ribosomal subunit protein uS5m, N-terminal	MSTRG.657.1.p1
MSTRG.6571	5	XRN_N	PF03159.25	8.1e-97	XRN 5'-3' exonuclease N-terminus	XRN_N;XRN_M;XRN1_D2_D3;XRN1_D1;SH3_12	PF03159.25;PF17846.7;PF18334.8;PF18332.8;PF18129.8	XRN 5'-3' exonuclease N-terminus;Xrn1 helical domain;Exoribonuclease Xrn1 D2/D3 domain;Exoribonuclease Xrn1 D1 domain;Xrn1 SH3-like domain	MSTRG.6571.1.p1
MSTRG.6574	3	GST_N	PF02798.27	1.9e-11	Glutathione S-transferase, N-terminal domain	GST_N;GST_N_2;GST_N_3	PF02798.27;PF13409.13;PF13417.13	Glutathione S-transferase, N-terminal domain	MSTRG.6574.1.p1
MSTRG.6576	1	RVT_1	PF00078.33	1.6e-12	Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1	PF00078.33	Reverse transcriptase (RNA-dependent DNA polymerase)	MSTRG.6576.1.p1
MSTRG.6578	3	Ion_trans	PF00520.38	6.8e-33	Ion transport protein	Ion_trans;BTB_2;Shal-type	PF00520.38;PF02214.29;PF11601.14	Ion transport protein;BTB/POZ domain;Shal-type voltage-gated potassium channels, N-terminal	MSTRG.6578.1.p1
MSTRG.6579	11	Beta-prop_THOC3	PF25174.2	9.9e-15	THOC3 beta-propeller domain	Beta-prop_THOC3;WD40_Prp19;Beta-prop_WDR5;Beta-prop_IFT122_1st;Beta-prop_EML_2;Beta-prop_WDR3_1st;WD40;WD40_WDHD1_1st	PF25174.2;PF24814.2;PF25175.2;PF23381.2;PF23414.2;PF25173.2;PF00400.39;PF24817.2	THOC3 beta-propeller domain;Prp19 WD40 domain;WDR5 beta-propeller domain;IFT122 first beta-propeller;Echinoderm microtubule-associated protein second beta-propeller;WDR3 first beta-propeller domain;WD domain, G-beta repeat;WDHD1 first WD40 domain	MSTRG.6579.1.p1
MSTRG.6580	5	WD40_RLD	PF25390.2	9.4e-25	RCC1-like domain	WD40_RLD;RCC1;RCC1_2	PF25390.2;PF00415.25;PF13540.13	RCC1-like domain;Regulator of chromosome condensation (RCC1) repeat	MSTRG.6580.1.p1
MSTRG.6581	1	MORN	PF02493.27	1.7e-06	MORN repeat	MORN	PF02493.27	MORN repeat	MSTRG.6581.1.p1
MSTRG.6582	2	VPS9	PF02204.24	2.7e-20	Vacuolar sorting protein 9 (VPS9) domain	VPS9;HA_Alsin	PF02204.24;PF26202.1	Vacuolar sorting protein 9 (VPS9) domain;Alsin, helical array domain	MSTRG.6582.1.p1
MSTRG.6584	1	Exo_endo_phos	PF03372.30	1.4e-06	Endonuclease/Exonuclease/phosphatase family	Exo_endo_phos	PF03372.30	Endonuclease/Exonuclease/phosphatase family	MSTRG.6584.1.p1
MSTRG.6588	1	EF-hand_7	PF13499.13	2.3e-07	EF-hand domain pair	EF-hand_7	PF13499.13	EF-hand domain pair	MSTRG.6588.1.p1
MSTRG.6589	4	Rad51	PF08423.18	8.1e-136	Rad51	Rad51;AAA_25;RecA_N;HHH_5	PF08423.18;PF13481.13;PF00154.28;PF14520.13	Rad51;AAA domain;RecA N-terminal domain;Helix-hairpin-helix domain	MSTRG.6589.1.p1
MSTRG.6591	3	Metallophos_C	PF14008.12	7.5e-20	Iron/zinc purple acid phosphatase-like protein C	Metallophos_C;Pur_ac_phosph_N;Metallophos	PF14008.12;PF16656.12;PF00149.34	Iron/zinc purple acid phosphatase-like protein C;Purple acid Phosphatase, N-terminal domain;Calcineurin-like phosphoesterase	MSTRG.6591.1.p1
MSTRG.6593	15	Metallophos_C	PF14008.12	7e-22	Iron/zinc purple acid phosphatase-like protein C	Metallophos_C;Metallophos;Pur_ac_phosph_N	PF14008.12;PF00149.34;PF16656.12	Iron/zinc purple acid phosphatase-like protein C;Calcineurin-like phosphoesterase;Purple acid Phosphatase, N-terminal domain	MSTRG.6593.5.p2;MSTRG.6593.1.p1;MSTRG.6593.2.p1;MSTRG.6593.3.p1;MSTRG.6593.4.p1;MSTRG.6593.5.p1
MSTRG.6594	6	Metallophos_C	PF14008.12	1.1e-20	Iron/zinc purple acid phosphatase-like protein C	Metallophos_C;Pur_ac_phosph_N;Metallophos	PF14008.12;PF16656.12;PF00149.34	Iron/zinc purple acid phosphatase-like protein C;Purple acid Phosphatase, N-terminal domain;Calcineurin-like phosphoesterase	MSTRG.6594.1.p1;MSTRG.6594.2.p1
MSTRG.6595	2	DUF7869	PF25273.1	1.4e-11	Domain of unknown function (DUF7869)	DUF7869	PF25273.1	Domain of unknown function (DUF7869)	MSTRG.6595.1.p1;MSTRG.6595.2.p1
MSTRG.6597	6	OxoGdeHyase_C	PF16870.11	1.3e-46	2-oxoglutarate dehydrogenase C-terminal	OxoGdeHyase_C;Transket_pyr;E1_dh	PF16870.11;PF02779.30;PF00676.26	2-oxoglutarate dehydrogenase C-terminal;Transketolase, pyrimidine binding domain;Dehydrogenase E1 component	MSTRG.6597.2.p1;MSTRG.6597.1.p1
MSTRG.6599	9	Dicer_platform	PF20931.3	1e-54	Dicer, platform domain	Dicer_platform;Dicer_dsRBD;Dicer_PBD;Dicer_dimer;Ribonuclease_3;PAZ;Ribonucleas_3_3;Helicase_C	PF20931.3;PF20932.4;PF20930.3;PF03368.20;PF00636.32;PF02170.29;PF14622.12;PF00271.38	Dicer, platform domain;Dicer, dsRNA-binding domain;Dicer, partner-binding domain;Dicer dimerisation domain;Ribonuclease III domain;PAZ domain;Ribonuclease-III-like;Helicase conserved C-terminal domain	MSTRG.6599.1.p1
MSTRG.660	1	ubiquitin	PF00240.30	9.5e-15	Ubiquitin family	ubiquitin	PF00240.30	Ubiquitin family	MSTRG.660.1.p1
MSTRG.6600	2	2OG-FeII_Oxy_2	PF13532.13	7.6e-10	2OG-Fe(II) oxygenase superfamily	2OG-FeII_Oxy_2	PF13532.13	2OG-Fe(II) oxygenase superfamily	MSTRG.6600.1.p1;MSTRG.6600.2.p1
MSTRG.6605	2	ubiquitin	PF00240.30	4.1e-16	Ubiquitin family	ubiquitin;Rad60-SLD	PF00240.30;PF11976.15	Ubiquitin family;Ubiquitin-2 like Rad60 SUMO-like	MSTRG.6605.1.p1
MSTRG.6607	1	HisK-N-like	PF20302.5	2e-46	HisK-N-like globin domain of the ASK signalosome	HisK-N-like	PF20302.5	HisK-N-like globin domain of the ASK signalosome	MSTRG.6607.1.p1
MSTRG.6610	1	CUE	PF02845.23	2.6e-16	CUE domain	CUE	PF02845.23	CUE domain	MSTRG.6610.1.p1
MSTRG.6611	1	C2	PF00168.37	1.5e-09	C2 domain	C2	PF00168.37	C2 domain	MSTRG.6611.1.p1
MSTRG.6614	2	TRAPP	PF04051.22	3.7e-42	Transport protein particle (TRAPP) component	TRAPP	PF04051.22	Transport protein particle (TRAPP) component	MSTRG.6614.2.p1;MSTRG.6614.1.p1
MSTRG.6615	2	RWD	PF05773.28	3.8e-26	RWD domain	RWD	PF05773.28	RWD domain	MSTRG.6615.1.p1;MSTRG.6615.2.p1
MSTRG.6618	6	7tm_2	PF00002.30	1.4e-70	7 transmembrane receptor (Secretin family)	7tm_2;GPS;GAIN	PF00002.30;PF01825.28;PF16489.12	7 transmembrane receptor (Secretin family);GPCR proteolysis site, GPS, motif;AGRL2-4 GAIN subdomain A	MSTRG.6618.2.p1;MSTRG.6618.1.p1
MSTRG.6623	4	zf-H2C2_2	PF13465.13	8.3e-10	Zinc-finger double domain	zf-H2C2_2;zf-C2H2	PF13465.13;PF00096.33	Zinc-finger double domain;Zinc finger, C2H2 type	MSTRG.6623.1.p1
MSTRG.6631	2	Tmemb_cc2	PF10267.15	9.8e-33	Predicted transmembrane and coiled-coil 2 protein	Tmemb_cc2	PF10267.15	Predicted transmembrane and coiled-coil 2 protein	MSTRG.6631.2.p1;MSTRG.6631.1.p1
MSTRG.6632	3	Tmemb_cc2	PF10267.15	3.1e-80	Predicted transmembrane and coiled-coil 2 protein	Tmemb_cc2	PF10267.15	Predicted transmembrane and coiled-coil 2 protein	MSTRG.6632.2.p1;MSTRG.6632.3.p1;MSTRG.6632.1.p1
MSTRG.6638	1	Metallophos	PF00149.34	1.2e-15	Calcineurin-like phosphoesterase	Metallophos	PF00149.34	Calcineurin-like phosphoesterase	MSTRG.6638.1.p1
MSTRG.6639	1	ASMase_C	PF19272.5	1.3e-15	Acid sphingomyelin phosphodiesterase C-terminal region	ASMase_C	PF19272.5	Acid sphingomyelin phosphodiesterase C-terminal region	MSTRG.6639.1.p1
MSTRG.664	2	Acyltransferase	PF01553.27	2.4e-16	Acyltransferase	Acyltransferase;Acyltransf_C	PF01553.27;PF16076.11	Acyltransferase;Acyltransferase C-terminus	MSTRG.664.1.p1
MSTRG.6648	6	zf-A20	PF01754.23	2.2e-09	A20-like zinc finger	zf-A20;zf-AN1	PF01754.23;PF01428.24	A20-like zinc finger;AN1-like Zinc finger	MSTRG.6648.1.p1;MSTRG.6648.2.p1;MSTRG.6648.3.p1
MSTRG.6649	21	Ras	PF00071.29	9.1e-50	Ras family	Ras;Roc;Arf	PF00071.29;PF08477.20;PF00025.28	Ras family;Ras of Complex, Roc, domain of DAPkinase;ADP-ribosylation factor family	MSTRG.6649.2.p1;MSTRG.6649.3.p1;MSTRG.6649.4.p1;MSTRG.6649.5.p1;MSTRG.6649.6.p1;MSTRG.6649.7.p1;MSTRG.6649.8.p1
MSTRG.665	1	Acyltransf_C	PF16076.11	4.8e-16	Acyltransferase C-terminus	Acyltransf_C	PF16076.11	Acyltransferase C-terminus	MSTRG.665.1.p1
MSTRG.6653	1	NAD_binding_1	PF00175.27	3.4e-14	Oxidoreductase NAD-binding domain	NAD_binding_1	PF00175.27	Oxidoreductase NAD-binding domain	MSTRG.6653.1.p1
MSTRG.6654	1	Cyt-b5	PF00173.34	3.9e-17	Cytochrome b5-like Heme/Steroid binding domain	Cyt-b5	PF00173.34	Cytochrome b5-like Heme/Steroid binding domain	MSTRG.6654.1.p1
MSTRG.6655	3	DNA_pol_A_exo1	PF01612.27	1.9e-24	3'-5' exonuclease	DNA_pol_A_exo1	PF01612.27	3'-5' exonuclease	MSTRG.6655.1.p1;MSTRG.6655.2.p1;MSTRG.6655.3.p1
MSTRG.6656	1	AAA_9	PF12781.14	3.5e-13	ATP-binding dynein motor region	AAA_9	PF12781.14	ATP-binding dynein motor region	MSTRG.6656.1.p1
MSTRG.6659	4	LRR_NXF1-5	PF24048.2	1.3e-42	NXF1/2/3/5 leucine-rich repeat domain	LRR_NXF1-5;NXF_NTF2;TAP_C;Tap-RNA_bind	PF24048.2;PF22602.3;PF03943.20;PF09162.17	NXF1/2/3/5 leucine-rich repeat domain;Nuclear RNA export factor, NTF2 domain;TAP C-terminal domain;Tap, RNA-binding	MSTRG.6659.1.p1
MSTRG.6660	1	ABC1	PF03109.23	1.2e-16	ABC1 atypical kinase-like domain	ABC1	PF03109.23	ABC1 atypical kinase-like domain	MSTRG.6660.1.p1
MSTRG.6662	1	ABC1	PF03109.23	3.5e-54	ABC1 atypical kinase-like domain	ABC1	PF03109.23	ABC1 atypical kinase-like domain	MSTRG.6662.1.p1
MSTRG.6664	4	Pkinase	PF00069.32	3.4e-32	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr	PF00069.32;PF07714.24	Protein kinase domain;Protein tyrosine and serine/threonine kinase	MSTRG.6664.1.p1;MSTRG.6664.2.p1
MSTRG.6665	1	B56	PF01603.27	3.1e-55	Protein phosphatase 2A regulatory B subunit (B56 family)	B56	PF01603.27	Protein phosphatase 2A regulatory B subunit (B56 family)	MSTRG.6665.1.p1
MSTRG.6666	1	B56	PF01603.27	2.3e-131	Protein phosphatase 2A regulatory B subunit (B56 family)	B56	PF01603.27	Protein phosphatase 2A regulatory B subunit (B56 family)	MSTRG.6666.1.p1
MSTRG.6669	1	NT-C2	PF10358.16	3.7e-13	N-terminal C2 in EEIG1 and EHBP1 proteins	NT-C2	PF10358.16	N-terminal C2 in EEIG1 and EHBP1 proteins	MSTRG.6669.1.p1
MSTRG.667	3	RT_RNaseH_2	PF17919.8	6.4e-29	RNase H-like domain found in reverse transcriptase	RT_RNaseH_2;RVT_1;RT_RNaseH	PF17919.8;PF00078.33;PF17917.8	RNase H-like domain found in reverse transcriptase;Reverse transcriptase (RNA-dependent DNA polymerase)	MSTRG.667.1.p1
MSTRG.6670	1	CH	PF00307.37	1.4e-26	Calponin homology (CH) domain	CH	PF00307.37	Calponin homology (CH) domain	MSTRG.6670.1.p1
MSTRG.6676	1	HMG_box	PF00505.26	3.8e-07	HMG (high mobility group) box	HMG_box	PF00505.26	HMG (high mobility group) box	MSTRG.6676.1.p1
MSTRG.6677	2	Peptidase_M14	PF00246.30	5.6e-70	Zinc carboxypeptidase	Peptidase_M14;CarboxypepD_reg	PF00246.30;PF13620.13	Zinc carboxypeptidase;Carboxypeptidase regulatory-like domain	MSTRG.6677.1.p1
MSTRG.6678	3	HMG_box	PF00505.26	3.6e-14	HMG (high mobility group) box	HMG_box;HMG_box_2;HMG_WDHD1	PF00505.26;PF09011.17;PF24815.2	HMG (high mobility group) box;HMG-box domain;WDHD1 HMG box	MSTRG.6678.1.p1
MSTRG.6680	2	Ras	PF00071.29	1.9e-20	Ras family	Ras	PF00071.29	Ras family	MSTRG.6680.1.p1;MSTRG.6680.2.p1
MSTRG.6682	6	MAD	PF05557.19	6.8e-114	Mitotic checkpoint protein	MAD	PF05557.19	Mitotic checkpoint protein	MSTRG.6682.3.p1;MSTRG.6682.4.p1;MSTRG.6682.5.p1;MSTRG.6682.6.p1;MSTRG.6682.2.p1;MSTRG.6682.1.p1
MSTRG.6683	3	Ank_2	PF12796.14	4.4e-11	Ankyrin repeats (3 copies)	Ank_2;SOCS_box	PF12796.14;PF07525.22	Ankyrin repeats (3 copies);SOCS box	MSTRG.6683.1.p1
MSTRG.6684	2	Alpha_kinase	PF02816.25	4.4e-59	Alpha-kinase family	Alpha_kinase	PF02816.25	Alpha-kinase family	MSTRG.6684.2.p1;MSTRG.6684.1.p1
MSTRG.6685	2	Ribosomal_L18	PF17135.10	8.9e-96	Ribosomal protein 60S L18 and 50S L18e	Ribosomal_L18	PF17135.10	Ribosomal protein 60S L18 and 50S L18e	MSTRG.6685.1.p1;MSTRG.6685.2.p1
MSTRG.6686	3	DAGK_cat	PF00781.30	1.9e-21	Diacylglycerol kinase catalytic domain	DAGK_cat;SPARC_Ca_bdg;Thyroglobulin_1	PF00781.30;PF10591.16;PF00086.24	Diacylglycerol kinase catalytic domain;Secreted protein acidic and rich in cysteine Ca binding region;Thyroglobulin type-1 repeat	MSTRG.6686.1.p2;MSTRG.6686.1.p1
MSTRG.6688	4	SAM_1	PF00536.38	4.6e-17	SAM domain (Sterile alpha motif)	SAM_1;SAM_2	PF00536.38;PF07647.25	SAM domain (Sterile alpha motif)	MSTRG.6688.1.p1
MSTRG.669	1	ERO1	PF04137.21	4.6e-18	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)	ERO1	PF04137.21	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)	MSTRG.669.1.p1
MSTRG.6690	5	RNA_pol_Rpb2_6	PF00562.34	2.2e-140	RNA polymerase Rpb2, domain 6	RNA_pol_Rpb2_6;RNA_pol_Rpb2_7;RNA_pol_Rpb2_4;RNA_pol_Rpb2_3;RNA_pol_Rpb2_5	PF00562.34;PF04560.26;PF04566.19;PF04565.22;PF04567.23	RNA polymerase Rpb2, domain 6;RNA polymerase Rpb2, domain 7;RNA polymerase Rpb2, domain 4;RNA polymerase Rpb2, domain 3;RNA polymerase Rpb2, domain 5	MSTRG.6690.1.p1
MSTRG.6692	2	Thiolase_N	PF00108.30	1.3e-95	Thiolase, N-terminal domain	Thiolase_N;Thiolase_C	PF00108.30;PF02803.25	Thiolase, N-terminal domain;Thiolase, C-terminal domain	MSTRG.6692.1.p1
MSTRG.6694	1	MPC	PF03650.19	2.8e-39	Mitochondrial pyruvate carriers	MPC	PF03650.19	Mitochondrial pyruvate carriers	MSTRG.6694.1.p1
MSTRG.6695	1	CN_hydrolase	PF00795.28	1.1e-13	Carbon-nitrogen hydrolase	CN_hydrolase	PF00795.28	Carbon-nitrogen hydrolase	MSTRG.6695.1.p1
MSTRG.6696	2	NAD_synthase	PF02540.24	2.9e-27	NAD synthase	NAD_synthase;CN_hydrolase	PF02540.24;PF00795.28	NAD synthase;Carbon-nitrogen hydrolase	MSTRG.6696.1.p1
MSTRG.670	9	zf-H2C2_2	PF13465.13	1.7e-06	Zinc-finger double domain	zf-H2C2_2	PF13465.13	Zinc-finger double domain	MSTRG.670.1.p1;MSTRG.670.2.p1;MSTRG.670.3.p1
MSTRG.6700	1	HECT	PF00632.31	8.4e-25	HECT-domain (ubiquitin-transferase)	HECT	PF00632.31	HECT-domain (ubiquitin-transferase)	MSTRG.6700.1.p1
MSTRG.6701	8	Sec23_trunk	PF04811.22	2.6e-07	Sec23/Sec24 trunk domain	Sec23_trunk	PF04811.22	Sec23/Sec24 trunk domain	MSTRG.6701.19.p1;MSTRG.6701.1.p1;MSTRG.6701.2.p1;MSTRG.6701.3.p1;MSTRG.6701.6.p1;MSTRG.6701.14.p1;MSTRG.6701.17.p1;MSTRG.6701.18.p1
MSTRG.6704	8	HECT	PF00632.31	3.4e-35	HECT-domain (ubiquitin-transferase)	HECT;E3_UbLigase_EDD;MLLE	PF00632.31;PF11547.15;PF00658.25	HECT-domain (ubiquitin-transferase);E3 ubiquitin ligase EDD;MLLE domain	MSTRG.6704.2.p1;MSTRG.6704.1.p1;MSTRG.6704.3.p1
MSTRG.6706	3	HMGL-like	PF00682.26	1.5e-57	HMGL-like	HMGL-like	PF00682.26	HMGL-like	MSTRG.6706.3.p1;MSTRG.6706.2.p1;MSTRG.6706.1.p1
MSTRG.6707	3	ADH_zinc_N	PF00107.33	1.5e-15	Zinc-binding dehydrogenase	ADH_zinc_N;ADH_zinc_N_2;ADH_N	PF00107.33;PF13602.13;PF08240.18	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain	MSTRG.6707.1.p1
MSTRG.6708	1	TNFR_c6	PF00020.25	7e-06	TNFR/NGFR cysteine-rich region	TNFR_c6	PF00020.25	TNFR/NGFR cysteine-rich region	MSTRG.6708.1.p1
MSTRG.6709	3	bZIP_2	PF07716.21	1.6e-13	Basic region leucine zipper	bZIP_2;bZIP_1	PF07716.21;PF00170.27	Basic region leucine zipper;bZIP transcription factor	MSTRG.6709.1.p1
MSTRG.671	2	ERO1	PF04137.21	1.3e-97	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)	ERO1	PF04137.21	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)	MSTRG.671.1.p1;MSTRG.671.2.p1
MSTRG.6713	1	YTH	PF04146.22	6.8e-09	YT521-B-like domain	YTH	PF04146.22	YT521-B-like domain	MSTRG.6713.1.p1
MSTRG.6714	2	YTH	PF04146.22	2.1e-27	YT521-B-like domain	YTH	PF04146.22	YT521-B-like domain	MSTRG.6714.2.p1;MSTRG.6714.1.p1
MSTRG.6717	3	Vitellogenin_N	PF01347.29	1.2e-78	Lipoprotein amino terminal region	Vitellogenin_N;Vit_open_b-sht;DUF1081	PF01347.29;PF09172.17;PF06448.17	Lipoprotein amino terminal region;Vitellinogen, open beta-sheet;Domain of Unknown Function (DUF1081)	MSTRG.6717.1.p1
MSTRG.672	1	PMP22_Claudin	PF00822.26	5.2e-09	PMP-22/EMP/MP20/Claudin family	PMP22_Claudin	PF00822.26	PMP-22/EMP/MP20/Claudin family	MSTRG.672.1.p1
MSTRG.6722	20	SNF2-rel_dom	PF00176.30	3.5e-57	SNF2-related domain	SNF2-rel_dom;Helicase_C;zf-C3HC4_3;zf-C3HC4_2;zf-RING_2;zf-C3HC4;zf-RING_UBOX;zf-RING_5;Prok-RING_4;DEAD	PF00176.30;PF00271.38;PF13920.13;PF13923.13;PF13639.13;PF00097.32;PF13445.13;PF14634.13;PF14447.13;PF00270.36	SNF2-related domain;Helicase conserved C-terminal domain;Zinc finger, C3HC4 type (RING finger);Ring finger domain;RING-type zinc-finger;zinc-RING finger domain;Prokaryotic RING finger family 4;DEAD/DEAH box helicase	MSTRG.6722.2.p1;MSTRG.6722.1.p1;MSTRG.6722.2.p2
MSTRG.6730	2	DEAD	PF00270.36	2.9e-43	DEAD/DEAH box helicase	DEAD;Helicase_C	PF00270.36;PF00271.38	DEAD/DEAH box helicase;Helicase conserved C-terminal domain	MSTRG.6730.1.p1
MSTRG.6731	1	TPR_11	PF13414.13	8.5e-07	TPR repeat	TPR_11	PF13414.13	TPR repeat	MSTRG.6731.1.p1
MSTRG.6734	6	OAF_N	PF14941.12	3.1e-54	Out at first	OAF_N;OAF_C	PF14941.12;PF22873.2	Out at first;Out at first, C-terminal	MSTRG.6734.1.p1;MSTRG.6734.2.p1;MSTRG.6734.3.p1
MSTRG.6736	1	HLH	PF00010.32	8.4e-20	Helix-loop-helix DNA-binding domain	HLH	PF00010.32	Helix-loop-helix DNA-binding domain	MSTRG.6736.1.p1
MSTRG.6739	7	ARM_ARMC5	PF24768.2	9.6e-12	ARMC5	ARM_ARMC5;Arm;Adaptin_N;ARM_PUB	PF24768.2;PF00514.30;PF01602.27;PF25598.2	ARMC5;Armadillo/beta-catenin-like repeat;Adaptin N terminal region;Plant U-box protein ARM repeat region	MSTRG.6739.1.p1
MSTRG.674	4	tRNA-synt_1	PF00133.29	2.4e-110	tRNA synthetases class I (I, L, M and V)	tRNA-synt_1;Anticodon_1;tRNA-synt_1g;tRNA-synt_1_2	PF00133.29;PF08264.20;PF09334.18;PF13603.13	tRNA synthetases class I (I, L, M and V);Anticodon-binding domain of tRNA ligase;tRNA synthetases class I (M);Leucyl-tRNA synthetase, editing domain	MSTRG.674.1.p1
MSTRG.675	2	RAB3GAP2_C	PF14656.12	9.5e-158	Rab3 GTPase-activating protein regulatory subunit C-terminus	RAB3GAP2_C;RAB3GAP2_N	PF14656.12;PF14655.13	Rab3 GTPase-activating protein regulatory subunit C-terminus;Rab3 GTPase-activating protein regulatory subunit N-terminus	MSTRG.675.1.p1
MSTRG.6751	1	DUF34_NIF3	PF01784.25	1.7e-34	Duf34/NIF3 (NGG1p interacting factor 3)	DUF34_NIF3	PF01784.25	Duf34/NIF3 (NGG1p interacting factor 3)	MSTRG.6751.1.p1
MSTRG.6752	2	DUF34_NIF3	PF01784.25	9.3e-26	Duf34/NIF3 (NGG1p interacting factor 3)	DUF34_NIF3	PF01784.25	Duf34/NIF3 (NGG1p interacting factor 3)	MSTRG.6752.2.p1;MSTRG.6752.1.p1
MSTRG.6753	1	DUF4291	PF14124.12	4.8e-59	Domain of unknown function (DUF4291)	DUF4291	PF14124.12	Domain of unknown function (DUF4291)	MSTRG.6753.1.p1
MSTRG.6757	3	DEAD	PF00270.36	4e-22	DEAD/DEAH box helicase	DEAD;ResIII;RIG-I_C	PF00270.36;PF04851.22;PF18119.7	DEAD/DEAH box helicase;Type III restriction enzyme, res subunit;RIG-I receptor C-terminal domain	MSTRG.6757.1.p1
MSTRG.6760	7	DEAD	PF00270.36	1.4e-23	DEAD/DEAH box helicase	DEAD;ResIII;Helicase_C;RIG-I_C;RIG-I_C-RD	PF00270.36;PF04851.22;PF00271.38;PF18119.7;PF11648.17	DEAD/DEAH box helicase;Type III restriction enzyme, res subunit;Helicase conserved C-terminal domain;RIG-I receptor C-terminal domain;C-terminal domain of RIG-I	MSTRG.6760.1.p1;MSTRG.6760.2.p2;MSTRG.6760.2.p1
MSTRG.6761	16	DEAD	PF00270.36	7.4e-25	DEAD/DEAH box helicase	DEAD;ResIII;Helicase_C;RIG-I_C;RIG-I_C-RD	PF00270.36;PF04851.22;PF00271.38;PF18119.7;PF11648.17	DEAD/DEAH box helicase;Type III restriction enzyme, res subunit;Helicase conserved C-terminal domain;RIG-I receptor C-terminal domain;C-terminal domain of RIG-I	MSTRG.6761.3.p1;MSTRG.6761.1.p1;MSTRG.6761.2.p1;MSTRG.6761.4.p1;MSTRG.6761.3.p2;MSTRG.6761.4.p2
